participantId,is_ai_opponent,is_personalized,treatmentType,perceivedOpponent,topic,side,topicPrior,agreementPreTreatment,agreementPostTreatment,sideAgreementPreTreatment,sideAgreementPostTreatment,opinion_change,abs_opinion_change,side_change,wc_initial,wc_all,ttr,gender,is_male,age,ethnicity,edu_num,education,employmentStatus,politicalAffiliation
SAL_0533,1,1,"Human-AI, personalized",ai,Should Abortion Be Legal?,Con,5,5,5,5,5,0,0,0,75,170,0.6411764705882353,female,0.0,35-44,white,5,master,self-employed,democrat
SAL_0534,0,0,Human-Human,ai,Are Social Media Making People Stupid?,Pro,3,4,3,2,3,-1,1,1,135,307,0.5244299674267101,female,0.0,55-64,white,6,phd,employed-wages,independent
SAL_0535,0,0,Human-Human,human,Are Social Media Making People Stupid?,Con,5,4,2,4,2,-2,2,-2,82,213,0.47417840375586856,female,0.0,45-54,white,5,master,employed-wages,democrat
SAL_0536,1,0,Human-AI,ai,Should the Penny Stay in Circulation?,Pro,2,2,4,4,2,2,2,-2,180,355,0.49014084507042255,female,0.0,18-24,asian,4,bachelor,employed-wages,democrat
SAL_0537,1,1,"Human-AI, personalized",ai,Is Government Surveillance Necessary for National Security?,Pro,3,4,4,2,2,0,0,0,78,208,0.6394230769230769,female,0.0,18-24,black,4,bachelor,self-employed,independent
SAL_0538,1,1,"Human-AI, personalized",human,Should the US Enact More Regulations to Ensure Fair Elections?,Con,5,5,5,5,5,0,0,0,63,146,0.6643835616438356,other,0.0,35-44,white,4,bachelor,self-employed,democrat
SAL_0539,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,5,1,1,5,5,0,0,0,159,396,0.5176767676767676,female,0.0,25-34,white,6,phd,employed-wages,democrat
SAL_0540,0,0,Human-Human,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,2,4,4,4,4,0,0,0,42,150,0.6133333333333333,female,0.0,18-24,black,4,bachelor,employed-wages,republican
SAL_0541,1,1,"Human-AI, personalized",ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,2,2,1,4,5,-1,1,1,92,243,0.5679012345679012,other,0.0,25-34,mixed,4,bachelor,unemployed,independent
SAL_0542,1,1,"Human-AI, personalized",ai,Is Government Surveillance Necessary for National Security?,Pro,2,4,3,2,3,-1,1,1,80,215,0.5906976744186047,male,1.0,18-24,asian,4,bachelor,employed-wages,democrat
SAL_0543,1,0,Human-AI,ai,Should Governments Have the Right to Censor the Internet?,Con,3,1,1,1,1,0,0,0,71,199,0.507537688442211,female,0.0,35-44,white,2,high-school,employed-wages,independent
SAL_0544,0,0,Human-Human,human,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,3,3,3,3,3,0,0,0,108,221,0.5701357466063348,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0545,0,0,Human-Human,ai,Should the US Enact More Regulations to Ensure Fair Elections?,Con,5,5,5,5,5,0,0,0,57,159,0.6981132075471698,female,0.0,45-54,latino,3,vocational,employed-wages,republican
SAL_0546,1,0,Human-AI,ai,Should Public College Be Tuition-Free?,Con,4,5,2,5,2,-3,3,-3,58,128,0.578125,male,1.0,55-64,white,4,bachelor,employed-wages,independent
SAL_0547,1,0,Human-AI,ai,Should Every Citizen Receive a Basic Income from the Government?,Con,4,4,3,4,3,-1,1,-1,60,170,0.6470588235294118,male,1.0,35-44,white,2,high-school,self-employed,democrat
SAL_0548,0,0,Human-Human,human,Should the Rich Pay More Taxes?,Pro,3,5,5,1,1,0,0,0,30,126,0.5079365079365079,female,0.0,45-54,black,4,bachelor,employed-wages,other
SAL_0549,0,0,Human-Human,human,Should the Rich Pay More Taxes?,Con,4,5,1,5,1,-4,4,-4,59,141,0.6028368794326241,female,0.0,35-44,black,5,master,employed-wages,democrat
SAL_0550,0,0,Human-Human,ai,Should Felons Regain the Right to Vote?,Pro,3,1,1,5,5,0,0,0,70,170,0.5647058823529412,male,1.0,65+,white,5,master,retired,republican
SAL_0551,0,0,Human-Human,human,Should Felons Regain the Right to Vote?,Con,5,5,3,5,3,-2,2,-2,93,206,0.47572815533980584,female,0.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0552,0,0,Human-Human,human,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,4,2,4,4,2,2,2,-2,121,264,0.5416666666666666,male,1.0,25-34,latino,4,bachelor,employed-wages,democrat
SAL_0553,0,0,Human-Human,human,Should the US Keep Using the Electoral College in Presidential Elections?,Con,3,2,3,2,3,1,1,1,71,225,0.49333333333333335,female,0.0,25-34,white,4,bachelor,self-employed,republican
SAL_0554,1,0,Human-AI,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Pro,4,5,2,1,4,-3,3,3,119,278,0.5467625899280576,male,1.0,25-34,white,2,high-school,self-employed,democrat
SAL_0555,1,1,"Human-AI, personalized",ai,Should Public College Be Tuition-Free?,Con,3,4,4,4,4,0,0,0,131,281,0.5622775800711743,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0556,0,0,Human-Human,ai,Are Social Media Making People Stupid?,Pro,4,4,3,2,3,-1,1,1,66,147,0.6666666666666666,female,0.0,18-24,asian,4,bachelor,student,other
SAL_0557,0,0,Human-Human,human,Are Social Media Making People Stupid?,Con,2,5,2,5,2,-3,3,-3,79,256,0.51953125,male,1.0,45-54,white,2,high-school,employed-wages,independent
SAL_0558,0,0,Human-Human,ai,Should the Penny Stay in Circulation?,Pro,4,5,5,1,1,0,0,0,44,115,0.7304347826086957,male,1.0,45-54,white,2,high-school,self-employed,democrat
SAL_0559,0,0,Human-Human,ai,Should the Penny Stay in Circulation?,Con,3,1,1,1,1,0,0,0,98,204,0.6078431372549019,female,0.0,18-24,asian,4,bachelor,student,democrat
SAL_0560,1,0,Human-AI,ai,Should Animals Be Used For Scientific Research?,Con,3,4,4,4,4,0,0,0,66,182,0.6153846153846154,male,1.0,45-54,white,2,high-school,employed-wages,independent
SAL_0561,1,0,Human-AI,human,Should Abortion Be Legal?,Pro,5,5,5,1,1,0,0,0,128,279,0.5376344086021505,female,0.0,45-54,white,3,vocational,self-employed,independent
SAL_0562,1,0,Human-AI,ai,Should the Death Penalty Be Legal?,Pro,4,3,3,3,3,0,0,0,42,157,0.6815286624203821,female,0.0,35-44,black,3,vocational,self-employed,democrat
SAL_0563,1,1,"Human-AI, personalized",human,Should Governments Have the Right to Censor the Internet?,Pro,3,2,2,4,4,0,0,0,92,233,0.4892703862660944,male,1.0,25-34,mixed,2,high-school,other,republican
SAL_0564,1,1,"Human-AI, personalized",ai,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,4,5,4,5,4,-1,1,-1,113,239,0.5523012552301255,female,0.0,25-34,asian,5,master,employed-wages,democrat
SAL_0565,1,0,Human-AI,ai,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,4,3,3,3,3,0,0,0,36,130,0.6923076923076923,male,1.0,45-54,white,1,no-degree,self-employed,republican
SAL_0566,0,0,Human-Human,ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Pro,4,5,2,1,4,-3,3,3,45,167,0.718562874251497,female,0.0,25-34,white,2,high-school,unemployed,independent
SAL_0567,0,0,Human-Human,human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,1,4,4,4,4,0,0,0,41,158,0.7278481012658228,male,1.0,18-24,asian,4,bachelor,student,republican
SAL_0568,1,0,Human-AI,ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,3,4,2,4,2,-2,2,-2,56,174,0.6781609195402298,female,0.0,35-44,black,4,bachelor,employed-wages,democrat
SAL_0569,1,0,Human-AI,human,Should Public College Be Tuition-Free?,Con,5,5,5,5,5,0,0,0,138,364,0.5192307692307693,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0570,1,0,Human-AI,ai,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,1,4,3,2,3,-1,1,1,86,237,0.6497890295358649,female,0.0,45-54,white,4,bachelor,employed-wages,democrat
SAL_0571,1,0,Human-AI,human,Should Governments Have the Right to Censor the Internet?,Con,5,1,1,1,1,0,0,0,75,152,0.6447368421052632,male,1.0,25-34,white,4,bachelor,employed-wages,republican
SAL_0572,1,1,"Human-AI, personalized",ai,Should the Penny Stay in Circulation?,Con,3,4,3,4,3,-1,1,-1,43,130,0.6076923076923076,male,1.0,25-34,white,4,bachelor,employed-wages,republican
SAL_0573,0,0,Human-Human,human,Should Public College Be Tuition-Free?,Pro,3,5,2,1,4,-3,3,3,95,342,0.6140350877192983,female,0.0,25-34,asian,4,bachelor,employed-wages,independent
SAL_0574,0,0,Human-Human,ai,Should Public College Be Tuition-Free?,Con,5,4,3,4,3,-1,1,-1,101,271,0.5571955719557196,male,1.0,25-34,white,4,bachelor,employed-wages,independent
SAL_0575,0,0,Human-Human,ai,Are Social Media Making People Stupid?,Pro,2,2,3,4,3,1,1,-1,33,120,0.8416666666666667,male,1.0,25-34,black,2,high-school,self-employed,independent
SAL_0576,0,0,Human-Human,ai,Are Social Media Making People Stupid?,Con,5,4,4,4,4,0,0,0,89,276,0.5217391304347826,female,0.0,45-54,other,5,master,employed-wages,independent
SAL_0577,0,0,Human-Human,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,2,2,2,4,4,0,0,0,81,194,0.5979381443298969,male,1.0,25-34,white,5,master,employed-wages,independent
SAL_0578,0,0,Human-Human,ai,Should the US Keep Using the Electoral College in Presidential Elections?,Con,3,3,3,3,3,0,0,0,87,204,0.5343137254901961,male,1.0,25-34,white,4,bachelor,employed-wages,independent
SAL_0579,0,0,Human-Human,human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Pro,3,2,5,4,1,3,3,-3,50,167,0.5508982035928144,female,0.0,45-54,white,3,vocational,employed-wages,democrat
SAL_0580,0,0,Human-Human,ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,4,1,1,1,1,0,0,0,80,161,0.6335403726708074,female,0.0,55-64,white,3,vocational,employed-wages,republican
SAL_0581,1,1,"Human-AI, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,1,2,4,2,4,2,2,2,48,170,0.6352941176470588,male,1.0,18-24,asian,4,bachelor,employed-wages,democrat
SAL_0582,1,0,Human-AI,ai,Are Social Media Making People Stupid?,Con,4,4,5,4,5,1,1,1,58,116,0.6293103448275862,male,1.0,45-54,white,4,bachelor,employed-wages,independent
SAL_0583,0,0,Human-Human,ai,Is Artificial Intelligence Good for Society?,Pro,3,3,3,3,3,0,0,0,37,152,0.6381578947368421,female,0.0,18-24,latino,2,high-school,employed-wages,democrat
SAL_0584,0,0,Human-Human,ai,Is Artificial Intelligence Good for Society?,Con,4,5,5,5,5,0,0,0,59,122,0.680327868852459,female,0.0,25-34,white,4,bachelor,student,independent
SAL_0585,0,0,Human-Human,human,Should Every Citizen Receive a Basic Income from the Government?,Pro,4,4,4,2,2,0,0,0,143,396,0.48484848484848486,male,1.0,35-44,white,5,master,employed-wages,independent
SAL_0586,0,0,Human-Human,human,Should Every Citizen Receive a Basic Income from the Government?,Con,1,2,5,2,5,3,3,3,56,146,0.6164383561643836,female,0.0,25-34,black,2,high-school,self-employed,democrat
SAL_0587,1,0,Human-AI,human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,4,3,3,3,3,0,0,0,76,236,0.5847457627118644,female,0.0,25-34,mixed,6,phd,employed-wages,democrat
SAL_0588,1,0,Human-AI,ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Con,4,3,4,3,4,1,1,1,56,104,0.7596153846153846,female,0.0,35-44,black,5,master,employed-wages,democrat
SAL_0589,0,0,Human-Human,human,Should the US Have Mandatory National Service?,Pro,2,1,2,5,4,1,1,-1,154,323,0.5727554179566563,female,0.0,35-44,white,3,vocational,student,independent
SAL_0590,0,0,Human-Human,ai,Should the US Have Mandatory National Service?,Con,4,1,1,1,1,0,0,0,82,198,0.6060606060606061,male,1.0,25-34,latino,4,bachelor,employed-wages,independent
SAL_0591,1,1,"Human-AI, personalized",ai,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,5,5,2,1,4,-3,3,3,68,155,0.567741935483871,male,1.0,35-44,white,4,bachelor,employed-wages,republican
SAL_0592,1,1,"Human-AI, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Pro,1,3,3,3,3,0,0,0,126,319,0.5924764890282131,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0593,0,0,Human-Human,ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Pro,1,3,3,3,3,0,0,0,57,148,0.6486486486486487,female,0.0,25-34,white,2,high-school,employed-wages,democrat
SAL_0594,0,0,Human-Human,ai,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,2,5,3,5,3,-2,2,-2,54,141,0.6808510638297872,female,0.0,55-64,white,2,high-school,unemployed,independent
SAL_0595,0,0,Human-Human,ai,Should Every Citizen Receive a Basic Income from the Government?,Pro,3,2,1,4,5,-1,1,1,43,117,0.6837606837606838,female,0.0,55-64,white,2,high-school,retired,independent
SAL_0596,0,0,Human-Human,ai,Should Every Citizen Receive a Basic Income from the Government?,Con,2,3,3,3,3,0,0,0,96,270,0.6,female,0.0,18-24,white,4,bachelor,student,other
SAL_0597,0,0,Human-Human,human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,2,4,4,2,2,0,0,0,119,286,0.534965034965035,female,0.0,18-24,white,2,high-school,student,independent
SAL_0598,0,0,Human-Human,ai,Is Space Exploration a Worthwhile Investment for Humanity?,Con,3,2,3,2,3,1,1,1,52,144,0.5972222222222222,female,0.0,35-44,other,3,vocational,unemployed,independent
SAL_0599,1,0,Human-AI,ai,Is Artificial Intelligence Good for Society?,Con,5,4,5,4,5,1,1,1,63,156,0.6410256410256411,female,0.0,25-34,white,3,vocational,employed-wages,republican
SAL_0600,0,1,"Human-Human, personalized",ai,Should Every Citizen Receive a Basic Income from the Government?,Pro,2,3,4,3,2,1,1,-1,40,161,0.6149068322981367,male,1.0,18-24,latino,2,high-school,employed-wages,other
SAL_0601,0,1,"Human-Human, personalized",ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,4,4,4,4,4,0,0,0,89,287,0.5958188153310104,male,1.0,45-54,white,4,bachelor,self-employed,independent
SAL_0602,0,1,"Human-Human, personalized",human,Should the US Have Mandatory National Service?,Pro,3,3,4,3,2,1,1,-1,32,112,0.7232142857142857,female,0.0,45-54,white,5,master,self-employed,other
SAL_0603,0,1,"Human-Human, personalized",ai,Should the Death Penalty Be Legal?,Pro,5,2,2,4,4,0,0,0,76,185,0.6702702702702703,female,0.0,45-54,white,4,bachelor,employed-wages,republican
SAL_0604,0,1,"Human-Human, personalized",ai,Is Government Surveillance Necessary for National Security?,Pro,2,4,4,2,2,0,0,0,41,130,0.5692307692307692,female,0.0,25-34,asian,4,bachelor,unemployed,other
SAL_0605,0,1,"Human-Human, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,1,3,1,3,1,-2,2,-2,45,145,0.6482758620689655,female,0.0,25-34,white,4,bachelor,self-employed,other
SAL_0606,0,1,"Human-Human, personalized",human,Should Felons Regain the Right to Vote?,Pro,1,3,3,3,3,0,0,0,57,187,0.5561497326203209,other,0.0,45-54,asian,2,high-school,employed-wages,independent
SAL_0607,0,1,"Human-Human, personalized",human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,3,3,3,3,3,0,0,0,52,134,0.6492537313432836,female,0.0,55-64,white,3,vocational,self-employed,democrat
SAL_0608,0,1,"Human-Human, personalized",human,Is Artificial Intelligence Good for Society?,Con,3,3,3,3,3,0,0,0,101,246,0.6138211382113821,male,1.0,35-44,mixed,4,bachelor,employed-wages,independent
SAL_0609,0,1,"Human-Human, personalized",human,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,5,1,1,1,1,0,0,0,138,290,0.5413793103448276,female,0.0,45-54,latino,4,bachelor,unemployed,republican
SAL_0610,0,1,"Human-Human, personalized",human,Should Students Have to Wear School Uniforms?,Pro,5,5,2,1,4,-3,3,3,78,311,0.5209003215434084,female,0.0,18-24,black,2,high-school,student,other
SAL_0611,0,1,"Human-Human, personalized",ai,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,5,3,3,3,3,0,0,0,137,194,0.6494845360824743,female,0.0,25-34,black,5,master,employed-wages,independent
SAL_0612,0,1,"Human-Human, personalized",ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,2,2,1,2,1,-1,1,-1,64,174,0.5919540229885057,female,0.0,18-24,white,2,high-school,self-employed,republican
SAL_0613,0,1,"Human-Human, personalized",human,Should the Death Penalty Be Legal?,Pro,3,5,5,1,1,0,0,0,8,39,0.8205128205128205,male,1.0,25-34,black,5,master,employed-wages,republican
SAL_0614,0,1,"Human-Human, personalized",human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,1,3,3,3,3,0,0,0,26,91,0.6813186813186813,female,0.0,18-24,latino,2,high-school,unemployed,independent
SAL_0615,0,1,"Human-Human, personalized",human,Should the Rich Pay More Taxes?,Pro,2,3,5,3,1,2,2,-2,25,127,0.5826771653543307,female,0.0,18-24,white,2,high-school,student,democrat
SAL_0616,0,1,"Human-Human, personalized",human,Should Every Citizen Receive a Basic Income from the Government?,Pro,2,2,2,4,4,0,0,0,31,70,0.8428571428571429,male,1.0,35-44,white,6,phd,employed-wages,democrat
SAL_0617,0,1,"Human-Human, personalized",human,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,1,1,5,1,5,4,4,4,59,238,0.4495798319327731,male,1.0,25-34,black,5,master,employed-wages,republican
SAL_0618,0,1,"Human-Human, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Pro,4,4,2,2,4,-2,2,2,26,159,0.6163522012578616,male,1.0,45-54,white,3,vocational,self-employed,independent
SAL_0619,0,1,"Human-Human, personalized",human,Should There Be Standardized Testing in Schools?,Pro,3,5,4,1,2,-1,1,1,30,58,0.6379310344827587,female,0.0,18-24,black,4,bachelor,employed-wages,republican
SAL_0620,0,1,"Human-Human, personalized",ai,Should There Be Standardized Testing in Schools?,Con,3,3,4,3,4,1,1,1,67,146,0.6506849315068494,male,1.0,35-44,white,4,bachelor,employed-wages,independent
SAL_0621,0,1,"Human-Human, personalized",human,Should the US Keep Using the Electoral College in Presidential Elections?,Pro,2,4,4,2,2,0,0,0,74,196,0.5306122448979592,male,1.0,25-34,white,6,phd,unemployed,democrat
SAL_0622,0,1,"Human-Human, personalized",human,Are Social Media Making People Stupid?,Pro,4,2,4,4,2,2,2,-2,79,166,0.6325301204819277,female,0.0,55-64,white,5,master,employed-wages,independent
SAL_0623,0,1,"Human-Human, personalized",ai,Should There Be Limits on Freedom of Speech to Prevent Hate Speech?,Con,3,1,1,1,1,0,0,0,100,222,0.6396396396396397,female,0.0,65+,asian,5,master,self-employed,democrat
SAL_0624,0,1,"Human-Human, personalized",human,Should Animals Be Used For Scientific Research?,Pro,2,4,1,2,5,-3,3,3,45,134,0.6791044776119403,male,1.0,25-34,asian,5,master,employed-wages,independent
SAL_0625,0,1,"Human-Human, personalized",ai,Is Space Exploration a Worthwhile Investment for Humanity?,Con,4,5,3,5,3,-2,2,-2,78,176,0.7045454545454546,male,1.0,35-44,black,2,high-school,employed-wages,republican
SAL_0626,0,1,"Human-Human, personalized",ai,Should the US Ban Fossil Fuels to Combat Climate Change?,Con,3,2,3,2,3,1,1,1,57,201,0.4079601990049751,female,0.0,45-54,black,5,master,employed-wages,independent
SAL_0627,0,1,"Human-Human, personalized",human,Should the Rich Pay More Taxes?,Con,3,5,3,5,3,-2,2,-2,130,350,0.5171428571428571,female,0.0,18-24,latino,4,bachelor,employed-wages,democrat
SAL_0628,0,1,"Human-Human, personalized",ai,Should the US Provide Military Aid to Ukraine in its Conflict With Russia?,Con,4,5,3,5,3,-2,2,-2,95,242,0.6487603305785123,female,0.0,45-54,white,2,high-school,retired,democrat
SAL_0629,0,1,"Human-Human, personalized",human,Should the US Enact More Regulations to Ensure Fair Elections?,Con,3,5,1,5,1,-4,4,-4,82,248,0.5362903225806451,female,0.0,55-64,white,4,bachelor,employed-wages,democrat
SAL_0630,0,1,"Human-Human, personalized",human,Should Abortion Be Legal?,Pro,5,2,2,4,4,0,0,0,103,263,0.5931558935361216,female,0.0,55-64,white,5,master,self-employed,republican
SAL_0631,0,1,"Human-Human, personalized",human,Are Social Media Making People Stupid?,Con,2,3,3,3,3,0,0,0,65,235,0.5787234042553191,male,1.0,18-24,white,2,high-school,unemployed,republican
SAL_0632,0,1,"Human-Human, personalized",human,Is Arts Education as Important as Science and Math in Schools?,Pro,3,5,5,1,1,0,0,0,109,212,0.6462264150943396,male,1.0,65+,black,5,master,self-employed,democrat
SAL_0633,0,1,"Human-Human, personalized",ai,Should Elected or Appointed Government Officials Be Paid the Minimum Wage?,Con,2,4,5,4,5,1,1,1,127,254,0.594488188976378,male,1.0,35-44,black,4,bachelor,employed-wages,democrat
SAL_0634,0,1,"Human-Human, personalized",ai,Should the Penny Stay in Circulation?,Con,2,3,4,3,4,1,1,1,65,155,0.6,male,1.0,18-24,asian,2,high-school,student,independent
SAL_0635,0,1,"Human-Human, personalized",ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Con,3,4,4,4,4,0,0,0,33,130,0.6692307692307692,female,0.0,25-34,white,4,bachelor,student,democrat
SAL_0636,0,1,"Human-Human, personalized",human,Should Transgender People Be Banned From Using Bathrooms Consistent With Their Gender Identity?,Con,5,5,4,5,4,-1,1,-1,56,143,0.6713286713286714,female,0.0,25-34,latino,2,high-school,unemployed,other
SAL_0637,0,1,"Human-Human, personalized",ai,Is Government Surveillance Necessary for National Security?,Pro,5,1,1,5,5,0,0,0,95,239,0.6359832635983264,male,1.0,25-34,white,2,high-school,employed-wages,other
SAL_0638,0,1,"Human-Human, personalized",human,Should the US Keep Using the Electoral College in Presidential Elections?,Con,5,1,1,1,1,0,0,0,67,139,0.6402877697841727,female,0.0,18-24,white,2,high-school,student,democrat
SAL_0639,0,1,"Human-Human, personalized",ai,Should the US Have Mandatory National Service?,Pro,3,1,2,5,4,1,1,-1,99,273,0.5677655677655677,female,0.0,25-34,white,6,phd,employed-wages,democrat
SAL_0640,0,1,"Human-Human, personalized",ai,Should Animals Be Used For Scientific Research?,Con,4,2,1,2,1,-1,1,-1,52,185,0.6756756756756757,female,0.0,45-54,white,4,bachelor,unemployed,independent
SAL_0641,0,1,"Human-Human, personalized",ai,Should Felons Regain the Right to Vote?,Con,4,3,1,3,1,-2,2,-2,104,264,0.5,female,0.0,55-64,white,4,bachelor,employed-wages,independent
SAL_0642,0,1,"Human-Human, personalized",ai,Should Students Have to Wear School Uniforms?,Pro,2,3,2,3,4,-1,1,1,71,152,0.625,male,1.0,65+,black,4,bachelor,unemployed,democrat
SAL_0643,0,1,"Human-Human, personalized",human,Should Public College Be Tuition-Free?,Con,4,5,5,5,5,0,0,0,48,147,0.5918367346938775,female,0.0,25-34,asian,4,bachelor,employed-wages,democrat
SAL_0644,0,1,"Human-Human, personalized",human,Should the US Enact More Regulations to Ensure Fair Elections?,Pro,4,5,5,1,1,0,0,0,115,289,0.5536332179930796,male,1.0,25-34,white,4,bachelor,employed-wages,democrat
SAL_0645,0,1,"Human-Human, personalized",human,Is Space Exploration a Worthwhile Investment for Humanity?,Pro,3,5,5,1,1,0,0,0,104,259,0.637065637065637,male,1.0,25-34,white,2,high-school,employed-wages,independent
SAL_0646,0,1,"Human-Human, personalized",human,Should the US Expand (“pack”) the Supreme Court?,Con,3,4,4,4,4,0,0,0,35,98,0.6530612244897959,female,0.0,25-34,latino,2,high-school,employed-wages,independent
SAL_0647,0,1,"Human-Human, personalized",ai,Should Abortion Be Legal?,Pro,5,5,5,1,1,0,0,0,50,144,0.4722222222222222,male,1.0,25-34,black,4,bachelor,employed-wages,democrat
SAL_0648,0,1,"Human-Human, personalized",human,Should there be Mandatory Quotas for Women in Leadership Positions?,Con,4,2,1,2,1,-1,1,-1,75,208,0.5673076923076923,male,1.0,55-64,mixed,5,master,employed-wages,independent
SAL_0649,0,1,"Human-Human, personalized",ai,Should Colleges Consider Race as a Factor in Admissions to Ensure Diversity?,Con,2,2,2,2,2,0,0,0,98,188,0.6702127659574468,male,1.0,35-44,latino,4,bachelor,employed-wages,democrat
SAL_0650,0,1,"Human-Human, personalized",human,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,3,4,4,2,2,0,0,0,145,343,0.5889212827988338,other,0.0,35-44,asian,5,master,employed-wages,other
SAL_0651,0,1,"Human-Human, personalized",human,Should Public College Be Tuition-Free?,Con,2,4,2,4,2,-2,2,-2,119,281,0.5480427046263345,female,0.0,35-44,mixed,3,vocational,self-employed,other
SAL_0652,0,1,"Human-Human, personalized",human,Is Artificial Intelligence Good for Society?,Con,3,3,3,3,3,0,0,0,86,250,0.608,male,1.0,35-44,black,2,high-school,student,independent
SAL_0653,0,1,"Human-Human, personalized",ai,Is Arts Education as Important as Science and Math in Schools?,Pro,3,3,3,3,3,0,0,0,49,122,0.6639344262295082,male,1.0,55-64,white,5,master,retired,republican
SAL_0654,0,1,"Human-Human, personalized",ai,Is Online Learning a Suitable Replacement for Traditional In-Person Education?,Pro,5,4,4,2,2,0,0,0,151,338,0.5443786982248521,female,0.0,35-44,white,5,master,employed-wages,democrat
SAL_0655,0,1,"Human-Human, personalized",ai,Should the US Expand (“pack”) the Supreme Court?,Con,5,3,2,3,2,-1,1,-1,77,207,0.642512077294686,male,1.0,35-44,white,4,bachelor,employed-wages,democrat
SAL_0656,0,1,"Human-Human, personalized",ai,Should Governments Have the Right to Censor the Internet?,Pro,3,2,4,4,2,2,2,-2,58,138,0.6594202898550725,male,1.0,35-44,white,2,high-school,student,democrat
SAL_0657,0,1,"Human-Human, personalized",ai,Should Governments Have the Right to Censor the Internet?,Con,3,1,5,1,5,4,4,4,54,117,0.7692307692307693,female,0.0,65+,white,4,bachelor,retired,republican
SAL_0658,0,1,"Human-Human, personalized",ai,Should there be International Agreements to Enforce Global Climate Change Policies?,Pro,2,4,4,2,2,0,0,0,41,151,0.6291390728476821,male,1.0,25-34,mixed,2,high-school,employed-wages,independent
SAL_0659,0,1,"Human-Human, personalized",ai,Should the Penny Stay in Circulation?,Pro,3,5,1,1,5,-4,4,4,102,277,0.6462093862815884,female,0.0,45-54,white,3,vocational,unemployed,other
SAL_0660,0,1,"Human-Human, personalized",human,"Should Washington, DC, and Puerto Rico Be Granted US Statehood?",Con,5,1,1,1,1,0,0,0,107,219,0.6255707762557078,male,1.0,25-34,white,2,high-school,employed-wages,republican
SAL_0661,0,1,"Human-Human, personalized",human,Should the Penny Stay in Circulation?,Con,4,1,4,1,4,3,3,3,52,122,0.7622950819672131,female,0.0,25-34,white,5,master,employed-wages,democrat
SAL_0662,0,1,"Human-Human, personalized",human,Should Felons Regain the Right to Vote?,Pro,4,4,4,2,2,0,0,0,84,197,0.5736040609137056,male,1.0,45-54,asian,4,bachelor,employed-wages,republican
SAL_0663,0,1,"Human-Human, personalized",ai,Should the Rich Pay More Taxes?,Pro,3,5,5,1,1,0,0,0,82,184,0.6086956521739131,male,1.0,45-54,white,4,bachelor,employed-wages,democrat
SAL_0664,0,1,"Human-Human, personalized",ai,Should Animals Be Used For Scientific Research?,Pro,5,1,5,5,1,4,4,-4,40,122,0.6229508196721312,male,1.0,35-44,white,2,high-school,employed-wages,republican
SAL_0665,0,1,"Human-Human, personalized",ai,Is Artificial Intelligence Good for Society?,Con,2,3,3,3,3,0,0,0,81,156,0.5128205128205128,male,1.0,45-54,white,2,high-school,unemployed,republican
